base_symbol,comparison_symbol,relationship_type,relationship_confidence,timeframe,session,comparison_timeframe,comparison_session,timeframe_aligned,session_overlap,correlation_window_bars,recent_correlation,event_time,smt_signal,base_swing_type,base_event_time,base_level,comparison_swing_type,comparison_event_time,comparison_level,event_window_bars,event_time_delta_bars,same_event_window_confirmed,swept_side,normalized_for_inverse_correlation,raw_comparison_swing_type,raw_comparison_level,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,provider_provenance,evidence_source,confidence,fail_closed_reason,confirmation_role,actionable,forward_return,outcome_hit,entry_context_complete,label_fail_closed_reason,branch_path
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-11T13:00:00+00:00,bullish_smt,LL,2026-04-11T13:00:00+00:00,72594.53125,HL,2026-04-11T13:00:00+00:00,2235.64404296875,3,0,True,sell_side_liquidity,False,HL,2235.64404296875,True,FVG,True,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.014246098635202,False,False,entry_context_incomplete:missing_displacement,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-12T23:00:00+00:00,bullish_smt,LL,2026-04-12T23:00:00+00:00,70581.140625,HL,2026-04-12T22:00:00+00:00,2184.7685546875,3,1,True,sell_side_liquidity,False,HL,2184.7685546875,True,FVG,False,True,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.002679481835822667,True,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-15T22:00:00+00:00,bearish_smt,HH,2026-04-15T22:00:00+00:00,75400.0,LH,2026-04-15T22:00:00+00:00,2380.320068359375,3,0,True,buy_side_liquidity,False,LH,2380.320068359375,True,session_high_low,False,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.008807042216394851,True,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-19T13:00:00+00:00,bearish_smt,HH,2026-04-19T13:00:00+00:00,76257.0703125,LH,2026-04-19T13:00:00+00:00,2350.419921875,3,0,True,buy_side_liquidity,False,LH,2350.419921875,True,FVG,True,True,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.017662556497133015,True,True,,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-20T14:00:00+00:00,bearish_smt,HH,2026-04-20T14:00:00+00:00,75765.2109375,LH,2026-04-20T13:00:00+00:00,2326.889892578125,3,1,True,buy_side_liquidity,False,LH,2326.889892578125,True,session_high_low,False,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.007218501943346769,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-24T09:00:00+00:00,bullish_smt,LL,2026-04-24T09:00:00+00:00,77436.0,HL,2026-04-24T09:00:00+00:00,2305.080078125,3,0,True,sell_side_liquidity,False,HL,2305.080078125,True,FVG,False,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.00017488290602199615,True,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-24T22:00:00+00:00,bullish_smt,LL,2026-04-24T22:00:00+00:00,77306.0625,HL,2026-04-24T22:00:00+00:00,2308.219970703125,3,0,True,sell_side_liquidity,False,HL,2308.219970703125,True,FVG,False,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.005810193413908997,True,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-26T12:00:00+00:00,bullish_smt,LL,2026-04-26T12:00:00+00:00,77787.9375,HL,2026-04-26T12:00:00+00:00,2326.22998046875,3,0,True,sell_side_liquidity,False,HL,2326.22998046875,True,FVG,True,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.01833223882538156,True,False,entry_context_incomplete:missing_displacement,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-27T19:00:00+00:00,bullish_smt,LL,2026-04-27T19:00:00+00:00,76464.78125,HL,2026-04-27T19:00:00+00:00,2275.409912109375,3,0,True,sell_side_liquidity,False,HL,2275.409912109375,True,FVG,False,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.00014927030800185382,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-01T08:00:00+00:00,bearish_smt,HH,2026-05-01T08:00:00+00:00,77489.828125,LH,2026-05-01T08:00:00+00:00,2288.780029296875,3,0,True,buy_side_liquidity,False,LH,2288.780029296875,True,session_high_low,False,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.006649750678533106,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-04T17:00:00+00:00,bearish_smt,HH,2026-05-04T17:00:00+00:00,80740.4375,LH,2026-05-04T17:00:00+00:00,2379.6201171875,3,0,True,buy_side_liquidity,False,LH,2379.6201171875,True,session_high_low,False,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.007265544907120689,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-05T21:00:00+00:00,bearish_smt,HH,2026-05-05T21:00:00+00:00,81770.453125,LH,2026-05-05T21:00:00+00:00,2388.159912109375,3,0,True,buy_side_liquidity,False,LH,2388.159912109375,True,FVG,False,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.007227206795077197,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-07T10:00:00+00:00,bullish_smt,LL,2026-05-07T10:00:00+00:00,80564.140625,HL,2026-05-07T10:00:00+00:00,2316.949951171875,3,0,True,sell_side_liquidity,False,HL,2316.949951171875,True,session_high_low,False,False,range,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.011501233527953734,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-08T22:00:00+00:00,bearish_smt,HH,2026-05-08T22:00:00+00:00,80418.7890625,LH,2026-05-08T22:00:00+00:00,2318.669921875,3,0,True,buy_side_liquidity,False,LH,2318.669921875,True,session_high_low,False,False,trend,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,0.0001345067800857943,True,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-05-11T12:00:00+00:00,bearish_smt,HH,2026-05-11T12:00:00+00:00,81337.328125,LH,2026-05-11T10:00:00+00:00,2339.27001953125,3,2,True,buy_side_liquidity,False,LH,2339.27001953125,False,none,False,False,transition,yfinance,provider_backed_same_timeframe_aligned_candles,0.25,confirmation_only_waiting_for_mss_cisd_displacement_and_pda,confirmation_only,False,-0.006173504309516553,False,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement,missing_pda",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_entry_context_outcome_labeling_v1
