market,timeframe,variant_id,bars,trades,mean_profit_ratio,win_rate,net_return_R
AVAX/USDT,1h,bull_risk_on_pullback,44503,242,0.0007863741295043459,0.47107438016528924,0.1903025393400517
AVAX/USDT,1h,bull_crypto_carry,44503,1219,0.001421176765524067,0.4741591468416735,1.7324144771738377
AVAX/USDT,1h,bear_risk_off_short,44503,524,0.0013156701497234553,0.5190839694656488,0.6894111584550906
AVAX/USDT,1h,bear_failed_rally_short,44503,66,0.001264802753780009,0.5303030303030303,0.0834769817494806
AVAX/USDT,1h,bear_defensive_long,44503,0,0.0,0.0,0.0
AVAX/USDT,1h,sideways_range_reversion,44503,532,-0.0014699670002769492,0.4473684210526316,-0.782022444147337
AVAX/USDT,1h,sideways_breakout_failure,44503,0,0.0,0.0,0.0
AVAX/USDT,1h,sideways_compression_carry,44503,616,-0.0034774230506547724,0.4577922077922078,-2.1420925992033397
AVAX/USDT,1h,crisis_tail_short,44503,62,0.004925463717918493,0.45161290322580644,0.30537875051094654
AVAX/USDT,1h,crisis_defensive_long,44503,0,0.0,0.0,0.0
AVAX/USDT,1h,crisis_panic_reversal,44503,32,-0.013076794958336704,0.4375,-0.41845743866677454
SPY/USD,1d,bull_risk_on_momentum_fast,749,81,0.001829565278391868,0.6049382716049383,0.1481947875497413
SPY/USD,1d,bull_risk_on_pullback,749,6,0.014031266335243512,0.6666666666666666,0.08418759801146107
SPY/USD,1d,bull_crypto_carry,749,0,0.0,0.0,0.0
SPY/USD,1d,bear_risk_off_short,749,12,0.0011690002359102832,0.3333333333333333,0.014028002830923397
SPY/USD,1d,bear_failed_rally_short,749,0,0.0,0.0,0.0
SPY/USD,1d,bear_defensive_long,749,0,0.0,0.0,0.0
SPY/USD,1d,sideways_range_reversion,749,19,-0.0027819694695972283,0.3684210526315789,-0.05285741992234734
SPY/USD,1d,sideways_breakout_failure,749,0,0.0,0.0,0.0
SPY/USD,1d,sideways_compression_carry,749,22,0.0018702907175718055,0.5,0.04114639578657972
SPY/USD,1d,crisis_tail_short,749,0,0.0,0.0,0.0
SPY/USD,1d,crisis_defensive_long,749,0,0.0,0.0,0.0
SPY/USD,1d,crisis_panic_reversal,749,1,-0.0025115742646863552,0.0,-0.0025115742646863552
QQQ/USD,1d,bull_risk_on_momentum_fast,396,45,0.0010219360832858107,0.5777777777777777,0.045987123747861486
QQQ/USD,1d,bull_risk_on_pullback,396,4,0.00538034238798195,0.5,0.0215213695519278
QQQ/USD,1d,bull_crypto_carry,396,0,0.0,0.0,0.0
QQQ/USD,1d,bear_risk_off_short,396,7,-0.004764376438764202,0.2857142857142857,-0.033350635071349416
QQQ/USD,1d,bear_failed_rally_short,396,1,-0.0291744515846984,0.0,-0.0291744515846984
QQQ/USD,1d,bear_defensive_long,396,0,0.0,0.0,0.0
QQQ/USD,1d,sideways_range_reversion,396,7,-0.0011245027627376978,0.42857142857142855,-0.007871519339163885
QQQ/USD,1d,sideways_breakout_failure,396,0,0.0,0.0,0.0
QQQ/USD,1d,sideways_compression_carry,396,9,-0.007088175948335642,0.3333333333333333,-0.06379358353502078
QQQ/USD,1d,crisis_tail_short,396,0,0.0,0.0,0.0
QQQ/USD,1d,crisis_defensive_long,396,0,0.0,0.0,0.0
QQQ/USD,1d,crisis_panic_reversal,396,0,0.0,0.0,0.0
ES/USD,1d,bull_risk_on_momentum_fast,746,81,0.0018614611846873368,0.6419753086419753,0.1507783559596743
